title,release_year,imdb_id,imdb_score
Love Storm,2016,tt4781600,N/A
Love Wedding Repeat,2020,tt5096470,5.6
Love You to the Stars and Back,2017,tt7127344,7.4
Love You... Love You Not,2015,tt7277350,5.7
Love Your Garden,2013,N/A_Not_Found,N/A_Not_Found
"Love, Chunibyo & Other Delusions!",2014,N/A_Not_Found,N/A_Not_Found
"Love, Death & Robots",2021,N/A_Not_Found,N/A_Not_Found
"Love, Guaranteed",2020,tt11100856,5.6
"Love, Rosie",2014,tt1638002,7.1
"Love, Surreal and Odd",2017,tt6555772,5.6
Love.com,2017,tt5635808,5.8
Lovesick,2018,tt8705282,2.0
Lovesong,2016,tt4305148,6.3
Lovestruck in the City,2020,tt13394544,7.5
LoveTrue,2016,tt2638900,6.6
Loving,2016,tt4669986,7.0
Loving Annabelle,2006,tt0323120,6.2
Loving is Losing,2019,tt9619402,5.1
Loving You,1995,tt0114991,6.4
Lowriders,2016,tt1366338,5.7
Loyiso Gola: Unlearning,2021,tt14111708,6.0
"LSD: Love, Sex Aur Dhokha",2010,tt1608777,7.1
Lu Over the Wall,2017,tt6452332,6.8
Lucas Brothers: On Drugs,2017,tt6218048,5.8
Luccas Neto em: Acampamento de Férias 2,2020,N/A_Not_Found,N/A_Not_Found
Luccas Neto in: Children's Day,2019,N/A_Not_Found,N/A_Not_Found
Luccas Neto in: Summer Camp,2019,N/A_Not_Found,N/A_Not_Found
Luccas Neto in: The End of Christmas,2019,N/A_Not_Found,N/A_Not_Found
Lucha: Playing the Impossible,2016,tt5639784,7.0
Luciano Mellera: Infantiloide,2018,tt7607400,7.4
Lucid Dream,2017,tt6830780,6.1
Lucifer,2021,tt13800024,N/A
Luck by Chance,2009,tt0886539,7.1
Luckee,2019,tt9466786,4.4
Lucknow Central,2017,tt5697870,6.2
Lucky Days,2010,tt6954548,7.0
Lucky: No Time for Love,2005,tt0449306,4.6
Ludo,2020,tt7212754,7.6
Lugar de Mulher,2019,tt11215186,4.2
Luis Miguel - The Series,2021,N/A_Not_Found,N/A_Not_Found
Luka Chuppi,2019,tt8908002,6.4
Luna Nera,2020,tt8403622,5.9
Luna Petunia,2017,tt13724174,N/A
Luna Petunia: Return to Amazia,2018,tt7924854,4.6
Lunatics,2019,tt8164794,6.6
Luo Bao Bei,2018,N/A_Not_Found,N/A_Not_Found
Lupin,2021,tt2531336,7.5
Lupin the 3rd: The Castle of Cagliostro: Special Edition,1979,N/A_Not_Found,N/A_Not_Found
Lupt,2018,tt8698956,4.6
Lusers,2015,tt4778602,4.9
Lust Stories,2018,tt8439854,6.4
Luv Kushh,2012,tt30393873,N/A
Luv Shuv Tey Chicken Khurana,2012,tt2186933,6.6
Lying and Stealing,2019,tt7558302,5.5
Lynne Koplitz: Hormonal Beast,2017,tt6892388,6.3
M8 - When Death Rescues Life,2019,N/A_Not_Found,N/A_Not_Found
Ma Chu Ka,2017,tt5349672,5.1
Ma Rainey's Black Bottom,2020,tt10514222,6.9
Ma Rainey's Black Bottom: A Legacy Brought to Screen,2020,tt22689676,N/A
Maacher Jhol,2017,tt6903200,7.1
Mac & Devin Go to High School,2012,tt1870425,4.4
Macchli Jal Ki Rani Hai,2014,N/A_Not_Found,N/A_Not_Found
Machete Kills,2013,tt2002718,5.6
Macho,2016,tt6237224,4.3
Mad for Each Other,2021,tt14596414,7.9
Mad Max,1979,tt0079501,6.8
Mad Men,2014,tt7769120,N/A
Mad Money,2008,tt0951216,5.9
Mad Ron's Prevues from Hell,1987,tt0093465,6.1
Mad World,2016,tt6041030,7.2
Madaari,2016,tt5713232,7.6
Madagascar 3: Europe's Most Wanted,2012,tt1277953,6.8
Madagascar: Escape 2 Africa,2008,tt0479952,6.7
Madam Chief Minister,2020,N/A_Not_Found,N/A_Not_Found
Madam Secretary,2019,N/A_Not_Found,N/A_Not_Found
Madame Claude,2021,tt10307724,5.5
Maddman: The Steve Madden Story,2017,tt2987718,6.6
Made in China,2019,tt8983180,6.2
Made in Mexico,2018,tt8871764,4.0
Made You Look: A True Story About Fake Art,2020,tt11994750,7.0
Madness in the Desert,2004,N/A_Not_Found,N/A_Not_Found
Madras Café,2013,tt2855648,7.6
Madre,2016,tt5581726,N/A
Maggie & Bianca: Fashion Friends,2017,N/A_Not_Found,N/A_Not_Found
Magi: Adventure of Sinbad,2016,N/A_Not_Found,N/A_Not_Found
Magi: The Labyrinth of Magic,2013,N/A_Not_Found,N/A_Not_Found
Magic for Humans,2020,N/A_Not_Found,N/A_Not_Found
Magic for Humans Spain,2021,N/A_Not_Found,N/A_Not_Found
Magic Phone,2016,N/A_Not_Found,N/A_Not_Found
Magic Snowflake,2013,tt3332410,6.2
Magical Andes,2021,N/A_Not_Found,N/A_Not_Found
Magnetic,2018,tt9458116,6.5
Magnificent,2015,tt4787028,6.6
Magnolia,1999,tt0175880,8.0
Magnus,2016,tt5471480,7.1
Mahabharat,2013,tt3212600,9.0
Maharaja: The Story of Ranjit Singh,2010,tt11317462,N/A
Maharakshak Devi,2015,tt6921490,6.9
Maharakshak: Aryan,2014,tt6979286,7.6
Mahi NRI,2017,tt5910902,6.7
Mahi Way,2010,tt1595198,8.0
Mahjong Heroes,1981,N/A_Not_Found,N/A_Not_Found
Mahmut & Meryem,2013,tt2736928,5.5
Maid-Sama!,2010,tt1634208,7.9
Main aurr Mrs. Khanna,2009,N/A_Not_Found,N/A_Not_Found
Main Hoon Na,2004,tt0347473,7.1
"Main, Meri Patni Aur Woh",2005,tt0485513,7.2
Maine Pyaar Kyun Kiya,2005,tt0451803,5.6
Maine Pyar Kiya,1989,tt0100095,7.3
Major Dad,1992,N/A_Not_Found,N/A_Not_Found
Major Grom: Plague Doctor,2021,tt7601480,6.3
Major Payne,1995,tt0110443,6.3
Mak Cun,2015,N/A_Not_Found,N/A_Not_Found
Making a Murderer,2018,N/A_Not_Found,N/A_Not_Found
Making The Witcher,2020,tt12987838,6.7
Making Unorthodox,2020,tt12227200,6.7
Mako Mermaids: An H2O Adventure,2016,N/A_Not_Found,N/A_Not_Found
Maktub,2018,N/A_Not_Found,N/A_Not_Found
Mala Kahich Problem Nahi,2017,tt7408358,7.2
Malaal,2019,tt10305616,5.9
Malang,2020,tt9877170,6.5
Malcolm & Marie,2021,tt12676326,6.6
Malena Pichot: Estupidez compleja,2018,tt7607370,5.8
Malevolent,2018,tt2386237,4.9
Malibu Rescue,2019,tt9228950,5.1
Malibu Rescue: The Next Wave,2020,tt11032990,4.9
Malibu Rescue: The Series,2019,N/A_Not_Found,N/A_Not_Found
Malicious,2018,tt6197494,5.0
Mallesham,2019,tt9742362,8.2
Mama Drama,2020,tt12424356,N/A
Mama's Boy,2018,tt8665900,6.2
Man Down,2017,N/A_Not_Found,N/A_Not_Found
Man in Love,2021,tt14428606,7.1
Man Like Mobeen,2020,N/A_Not_Found,N/A_Not_Found
Man of Tai Chi,2013,tt2016940,6.0
Man to Man,2017,tt6032762,7.3
Man Up,2015,tt3064298,6.8
Man vs Wild with Sunny Leone,2018,tt9316056,6.0
Man with a Plan,2020,N/A_Not_Found,N/A_Not_Found
Mandela,2021,tt10687070,8.4
Mandela: Long Walk to Freedom,2013,tt2304771,7.1
Mandi,1983,tt0085896,7.5
Mandobasar Galpo,2017,tt6559080,6.0
Manglehorn,2014,tt2893490,5.5
Mango Dreams,2016,tt5069158,7.4
Manhattan Romance,2014,tt2608324,5.6
Manhunt,2017,tt5618256,8.1
Manhunt: Deadly Games,2020,N/A_Not_Found,N/A_Not_Found
Maniac,2018,tt5580146,7.6
Manifest,2021,tt20870942,N/A
Maniyarayile Ashokan,2020,tt11060730,4.7
Manje Bistre,2017,tt6705612,6.6
MANK,2020,tt10618286,6.8
Manmadhudu 2,2019,tt10076106,4.8
Mann,1999,tt0206921,6.1
Manolo: The Boy Who Made Shoes for Lizards,2017,tt5821256,6.4
Manorama Six Feet Under,2007,tt0920464,7.5
Manoranjan,1974,tt0071811,6.5
Mansfield Park,1999,tt0178737,7.0
Manson Family Vacation,2015,tt3275216,5.8
Manto,2018,tt6923462,7.3
Mantostaan,2017,tt5569160,5.5
Mantra,2017,tt5046500,5.3
Manu,2018,tt6615648,7.6
Manusangada,2017,tt7475710,7.6
Maps to the Stars,2014,tt2172584,6.2
Mar de Plástico,2017,N/A_Not_Found,N/A_Not_Found
Mara,2017,tt5368756,N/A
Maradona in Mexico,2020,N/A_Not_Found,N/A_Not_Found
Marauders,2016,tt3963816,5.5
Marc Maron: End Times Fun,2020,tt11810418,6.8
Marc Maron: Thinky Pain,2013,tt3004634,7.3
Marc Maron: Too Real,2017,tt7335938,7.2
Marcella,2019,N/A_Not_Found,N/A_Not_Found
March Comes in Like a Lion,2017,tt5514632,6.6
Marching Orders,2018,N/A_Not_Found,N/A_Not_Found
Marco Luque: Tamo Junto,2017,tt6852616,4.4
Marco Polo,2016,tt5960498,N/A
Marco Polo: One Hundred Eyes,2015,tt5235348,7.7
Maria,2019,tt7594584,5.0
Maria Bamford: Old Baby,2017,tt6264596,6.2
Maria Bamford: The Special Special Special,2012,tt2546038,6.8
Mariah Carey's Merriest Christmas,2015,tt5579910,5.1
Marianne,2019,tt10875696,7.3
Mariposa,2020,tt11470064,6.7
"Mariusz Kałamaga, Karol Kopiec, Wiolka Walaszczyk Hilarious Trio",2016,N/A_Not_Found,N/A_Not_Found
Mark Gatiss: A Study in Sherlock,2016,tt10863904,6.9
Marked,2021,tt14251536,N/A
Marlon,2018,tt8226884,7.2
Marlon Wayans: Woke-ish,2018,tt7655590,6.5
Maroon,2016,N/A_Not_Found,N/A_Not_Found
Marriage or Mortgage,2021,tt14037542,5.3
Marriage Palace,2018,tt8852242,6.2
Marriage Story,2019,tt7653254,7.9
Married at First Sight,2019,N/A_Not_Found,N/A_Not_Found
Mars,2018,tt9539322,N/A
Mars Attacks!,1996,tt0116996,6.4
Marseille,2018,tt10134370,N/A
Marshall,2017,tt5301662,7.3
Martial Arts of Shaolin,1986,tt0091607,6.4
Martin Lawrence Live: Runteldat,2002,tt0327036,5.4
Martin Luther: The Idea that Changed the World,2017,tt32507157,N/A
"Martin Matte: La vie, la mort...eh la la..!",2019,tt10965252,6.4
Martyrs of Marriage,2016,tt6304018,8.4
Marvel & ESPN Films Present: 1 of 1: Genesis,2014,tt4340322,4.8
Marvel Anime: Wolverine,2011,N/A_Not_Found,N/A_Not_Found
Marvel Anime: X-Men,2011,N/A_Not_Found,N/A_Not_Found
Marvel Super Hero Adventures: Frost Fight!,2015,tt5272052,5.2
Marvel's Agents of S.H.I.E.L.D.,2020,N/A_Not_Found,N/A_Not_Found
Marvel's Daredevil,2018,N/A_Not_Found,N/A_Not_Found
Marvel's Hulk: Where Monsters Dwell,2016,N/A_Not_Found,N/A_Not_Found
Marvel's Iron Fist,2018,N/A_Not_Found,N/A_Not_Found
Marvel's Iron Man & Hulk: Heroes United,2013,N/A_Not_Found,N/A_Not_Found
Marvel's Jessica Jones,2019,N/A_Not_Found,N/A_Not_Found
Marvel's Luke Cage,2018,N/A_Not_Found,N/A_Not_Found
Marvel's The Defenders,2017,N/A_Not_Found,N/A_Not_Found
Marvel's The Punisher,2019,N/A_Not_Found,N/A_Not_Found
Mary and the Witch's Flower,2017,tt6336356,6.8
Mary Kom,2014,tt3001638,6.8
Mary Magdalene,2019,N/A_Not_Found,N/A_Not_Found
Mary Poppins Returns,2018,tt5028340,6.7
Mary Portas: Secret Shopper,2016,N/A_Not_Found,N/A_Not_Found
Masaba Masaba,2020,tt10655506,6.7
Masameer - The Movie,2020,tt11561866,6.0
Masameer Classics,2013,N/A_Not_Found,N/A_Not_Found
Masameer County,2021,tt14936146,8.0
Mascots,2016,tt4936176,5.8
Masha and the Bear,2019,N/A_Not_Found,N/A_Not_Found
Masha's Spooky Stories,2012,tt6979430,5.0
Masha's Tales,2012,N/A_Not_Found,N/A_Not_Found
Maska,2020,tt11953628,5.9
Masoom,1983,tt0085913,8.4
Master,2016,tt5735464,6.6
Master of None,2021,N/A_Not_Found,N/A_Not_Found
Master Z: The Ip Man Legacy,2018,tt7262882,6.5
Masters of the Universe: Revelation,2021,tt10826054,5.6
Match,2017,tt10546234,5.4
Mater,2017,tt6759686,4.7
Material,2012,tt1899240,7.1
Matichya Chuli,2006,tt0814209,7.0
Mau Nieto: Viviendo sobrio… desde el bar,2018,N/A_Not_Found,N/A_Not_Found
Mauli,2018,tt8826936,5.5
Maurício Meirelles: Generating Chaos,2020,tt11133480,6.6
Max Rose,2013,tt1439558,6.2
Maximum Risk,1996,tt0117011,5.6
May the Devil Take You,2018,tt8765496,5.9
May We Chat,2014,tt3864758,4.9
May You Prosper,2017,tt8888108,3.5
Maya Angelou: And Still I Rise,2016,tt5142750,7.8
Maya Memsaab,1993,N/A_Not_Found,N/A_Not_Found
Mayday Life,2019,tt10346206,6.7
Maynard,2017,tt4375446,6.7
Maz Jobrani: Immigrant,2017,tt7164714,6.7
Maza Pati Karodpati,1988,tt0267739,7.5
Me and the Alien,2016,N/A_Not_Found,N/A_Not_Found
Mea Culpa,2017,tt6852678,N/A
Mean Dreams,2016,tt5160928,6.3
Mean Girls 2,2011,tt1679235,4.1
Mean Streets,1973,tt0070379,7.2
MeatEater,2021,tt23056716,N/A
Medal of Honor,2018,tt7440274,8.2
Medical Police,2020,tt9850952,6.1
Medici: Masters of Florence,2019,N/A_Not_Found,N/A_Not_Found
Meditation Park,2017,tt6400316,7.1
Medium,1985,tt0089574,6.4
Meet the Adebanjos,2016,N/A_Not_Found,N/A_Not_Found
Meet the In-Laws,2017,N/A_Not_Found,N/A_Not_Found
Meet the Trumps: From Immigrant to President,2017,tt6422192,5.0
Mega Food,2013,tt2716758,6.6
Megalobox,2018,N/A_Not_Found,N/A_Not_Found
MegaTruckers,2012,tt2298963,7.3
Meghnadbodh Rohoshyo,2017,tt6791638,6.3
Mehandi Circus,2019,tt9665400,7.3
Melle,2017,tt7244092,6.1
Melodies of Life - Born This Way,2016,N/A_Not_Found,N/A_Not_Found
Melvin Goes to Dinner,2003,tt0323633,6.7
Memoir of a Murderer,2017,tt5729348,7.2
Memoirs of a Geisha,2005,tt0397535,7.3
Memories of a Murderer: The Nilsen Tapes,2021,tt15085784,6.3
Memories of a Teenager,2019,tt11254858,6.6
Memories of the Alhambra,2018,tt8236556,7.7
Memory Games,2018,tt9235070,6.7
Memory Love,2017,tt9015516,7.9
Men in Black,1997,tt0119654,7.3
Men in Black II,2002,tt0120912,6.2
Men on a Mission,2021,N/A_Not_Found,N/A_Not_Found
Menahi,2008,N/A_Not_Found,N/A_Not_Found
Menashe,2017,tt6333086,6.6
Menorca,2016,tt4785662,4.3
Merantau,2009,tt1368116,6.7
Merata: How Mum Decolonised the Screen,2018,N/A_Not_Found,N/A_Not_Found
Mercenary,2016,tt4530968,6.5
Mercury 13,2018,tt8139850,7.0
Mercy,2016,tt5710042,4.2
Mercy Black,2019,tt8758086,4.9
Mere Papa Hero Hiralal,2018,tt8754702,8.1
Mere Pyare Prime Minister,2019,N/A_Not_Found,N/A_Not_Found
Merku Thodarchi Malai,2018,N/A_Not_Found,N/A_Not_Found
Merlí,2015,tt4580372,8.6
Merlin,2012,tt4327780,4.9
Merry Happy Whatever,2019,tt9770286,6.3
Merry Men 2: Another Mission,2019,N/A_Not_Found,N/A_Not_Found
Merry Men: The Real Yoruba Demons,2018,tt9837502,5.1
Mersal,2017,tt6485666,7.5
Message from the King,2017,N/A_Not_Found,N/A_Not_Found
Messiah,2020,tt7671598,7.6
Metal Shop Masters,2021,tt15216520,5.7
Metallica Through The Never,2013,tt2172935,7.1
Metallica: Some Kind of Monster,2014,N/A_Not_Found,N/A_Not_Found
Meteor Garden,2018,tt8690890,7.8
Metro,2016,tt5833302,7.1
Mexicanos de Bronce,2016,tt6877886,6.8
Mexico Diseña,2016,tt6964914,5.6
MFKZ,2017,tt4717402,6.7
Mi amigo Alexis,2019,tt9747396,5.1
Mi Obra Maestra,2018,N/A_Not_Found,N/A_Not_Found
Mi Shivajiraje Bhosale Boltoy,2009,N/A_Not_Found,N/A_Not_Found
MI-5,2015,tt3321300,6.2
Mia and Me,2017,tt7555686,7.6
Michael,2011,tt1906426,6.9
"Michael Bolton's Big, Sexy Valentine's Day Special",2017,tt6343706,6.7
Michael Che Matters,2016,tt6209400,7.2
Michael Lost and Found,2017,tt4831522,5.2
Michael McIntyre: Showman,2020,tt11860624,7.2
Michelle Buteau: Welcome to Buteaupia,2020,tt12509942,7.1
Michelle Wolf: Joke Show,2019,tt11269704,7.3
Middle Men,2009,tt1251757,6.8
Middle of Nowhere,2012,tt1211890,6.6
Middle School: The Worst Years of My Life,2016,tt4981636,6.1
Middleditch & Schwartz,2020,tt12027034,8.6
Midnight at the Magnolia,2020,tt13318052,5.8
Midnight Diner,2014,tt3958276,7.5
Midnight Diner: Tokyo Stories,2019,N/A_Not_Found,N/A_Not_Found
Midnight Mass,2021,tt10574558,7.7
Midnight Misadventures With Mallika Dua,2018,tt10163170,4.0
Midnight Run,1988,tt0095631,7.5
Midnight Special,2016,tt2649554,6.6
Midnight Sun,2018,tt4799066,6.6
Mighty Express,2021,N/A_Not_Found,N/A_Not_Found
Mighty Express: A Mighty Christmas,2020,tt13422586,5.0
Mighty Little Bheem,2020,tt11738790,7.4
Mighty Little Bheem: Diwali,2019,tt10987498,7.4
Mighty Little Bheem: Festival of Colors,2020,tt11738790,7.4
Mighty Little Bheem: Kite Festival,2021,tt13711094,5.4
Mighty Morphin Alien Rangers,1996,N/A_Not_Found,N/A_Not_Found
Mighty Morphin Power Rangers,2010,N/A_Not_Found,N/A_Not_Found
Mighty Raju,2017,N/A_Not_Found,N/A_Not_Found
Mighty Raju Rio Calling,2014,tt3855406,4.5
Mike Birbiglia: My Girlfriend's Boyfriend,2013,tt2937390,7.9
Mike Birbiglia: Thank God for Jokes,2017,tt6608034,7.5
Mike Birbiglia: The New One,2019,tt11163014,7.7
Mike Birbiglia: What I Should Have Said Was Nothing: Tales from My Secret Public Journal,2008,N/A_Not_Found,N/A_Not_Found
Mike Epps: Don't Take It Personal,2015,tt5339586,4.5
Mike Epps: Only One Mike,2019,tt10376958,4.9
Milada,2017,tt4554212,6.3
Mile 22,2018,tt4560436,6.1
Milea,2020,tt11127878,6.2
Miles Davis: Birth of the Cool,2019,tt1305619,7.5
Milestone,2021,tt14247964,7.5
MILF,2018,tt7205316,4.8
Milk,2008,tt1013753,7.5
Milkwater,2020,tt9165740,6.2
Millennials,2020,N/A_Not_Found,N/A_Not_Found
Million Dollar Baby,2004,tt0405159,8.1
Million Dollar Beach House,2020,tt12882136,4.3
Million Pound Menu,2019,N/A_Not_Found,N/A_Not_Found
Million Yen Women,2017,N/A_Not_Found,N/A_Not_Found
Mimi,2021,tt10895576,7.8
Mind Game,2015,tt8879588,7.1
MindGamers,2017,N/A_Not_Found,N/A_Not_Found
Mindhorn,2017,N/A_Not_Found,N/A_Not_Found
MINDHUNTER,2019,N/A_Not_Found,N/A_Not_Found
Mine,2021,tt14023192,7.6
Mine 9,2019,tt3517870,6.0
Minecraft: Story Mode,2015,tt31888027,N/A
Mini Wolf,2014,N/A_Not_Found,N/A_Not_Found
Miniforce,2016,N/A_Not_Found,N/A_Not_Found
Miniforce X,2018,tt10339932,N/A
Miniforce: Super Dino Power,2020,N/A_Not_Found,N/A_Not_Found
Minimalism: A Documentary About the Important Things,2016,N/A_Not_Found,N/A_Not_Found
Minnaminugu the FireFly,2017,N/A_Not_Found,N/A_Not_Found
Minsara Kanavu,1997,N/A_Not_Found,N/A_Not_Found
Minute to Win It,2013,tt3099134,5.5
Miracle,2004,tt0349825,7.5
Miracle in Cell No. 7,2019,tt10431500,8.2
Miraculous: Tales of Ladybug & Cat Noir,2019,N/A_Not_Found,N/A_Not_Found
Mirage,2018,tt6908274,7.4
Mirai,2018,tt6900448,7.0
Miranda Sings Live…Your Welcome,2019,tt9557190,5.4
Mirror Mirror,2012,tt1667353,5.6
Mirzya,2016,N/A_Not_Found,N/A_Not_Found
Misaeng,2014,tt4240730,8.5
Mischief,2019,tt12092274,N/A
Misfit,2017,tt7109106,4.3
Misfit 2,2019,tt10813338,4.9
Misha and the Wolves,2021,tt13648220,6.7
Mismatched,2020,tt12719250,6.0
Miss Americana,2020,tt11388580,7.4
Miss Culinary,2019,tt34325617,N/A
Miss Dynamite,2015,N/A_Not_Found,N/A_Not_Found
Miss Hokusai,2015,tt3689910,6.7
Miss in Kiss,2016,tt6954524,6.9
Miss India,2020,tt11199310,3.8
Miss J Contemplates Her Choice,2014,N/A_Not_Found,N/A_Not_Found
Miss Julie,2014,tt2667960,5.5
Miss Me This Christmas,2017,tt7281126,4.4
Miss Panda & Mr. Hedgehog,2012,N/A_Not_Found,N/A_Not_Found
Miss Representation,2011,tt1784538,7.5
Miss Rose,2015,N/A_Not_Found,N/A_Not_Found
Miss Sharon Jones!,2015,tt4935480,7.3
Miss Sloane,2016,tt4540710,7.5
Miss Stevens,2016,tt2693580,6.5
Miss Virginia,2019,tt6246534,7.2
Mission Blue,2014,tt2004304,7.9
Mission Control: The Unsung Heroes of Apollo,2017,tt5959952,7.5
Mission Istaanbul: Darr Ke Aagey Jeet Hai,2008,tt1179781,3.5
Mission of Honor,2018,tt7515456,5.9
Mission: Destroy Love,2014,N/A_Not_Found,N/A_Not_Found
Mississippi Grind,2015,tt2349144,6.4
Mitt,2014,tt1757800,6.9
Mo Amer: The Vagabond,2018,tt9060526,7.3
Mo Gilligan: Momentum,2019,tt10847330,6.4
Mob Psycho 100,2018,tt7701694,5.1
Mobile Suit Gundam Hathaway,2021,tt13288678,6.6
Mobile Suit Gundam I,1981,tt0159509,7.0
Mobile Suit Gundam II: Soldiers of Sorrow,1981,tt0159510,7.1
Mobile Suit Gundam III: Encounters in Space,1982,tt0159511,7.5
Mobile Suit Gundam UC,2014,N/A_Not_Found,N/A_Not_Found
Mobile Suit Gundam: Char's Counterattack,1988,tt0095262,7.2
Mobile Suit Gundam: Iron-Blooded Orphans,2016,N/A_Not_Found,N/A_Not_Found
Modest Heroes: Ponoc Short Films Theatre,2018,N/A_Not_Found,N/A_Not_Found
Moesha,2000,N/A_Not_Found,N/A_Not_Found
Moh Maya Money,2016,tt5343678,5.8
Mohamed Hussein,2019,N/A_Not_Found,N/A_Not_Found
Mohawk,2017,tt5189828,4.7
Mohenjo Daro,2016,tt3859980,5.6
Mojave,2015,tt2322517,5.2
Mokalik (Mechanic),2019,tt10327136,6.3
Molang,2015,tt6046238,8.2
Molly's Game,2017,tt4209788,7.4
Mom,2017,tt5690142,7.2
Mommy Issues,2021,tt14880428,5.3
Momo Salon,2014,tt8814520,6.4
Moms at War,2018,tt8844480,6.5
Mona Lisa Smile,2003,tt0304415,6.6
Monarca,2021,tt16042844,9.8
Money,2016,tt4715356,5.5
Money for Nothing,2015,tt11942952,6.2
Money Heist: From Tokyo to Berlin,2021,tt15384346,7.6
Money Heist: The Phenomenon,2020,tt12078990,7.5
Money Talks,1997,tt0119695,6.2
Money Trap,2019,tt8442644,6.0
"Money, Explained",2021,tt14492910,7.0
MONKART,2017,tt32874390,N/A
Monkey Planet,2014,tt3723820,8.4
Monkey Twins,2018,tt8507498,8.1
Monkey Up,2016,tt4820278,3.7
Monopoly (The Bank Of Luck),2017,tt6922972,6.4
Monsoon,2020,N/A_Not_Found,N/A_Not_Found
Monster,2021,tt14599530,N/A
Monster Family,2017,tt6572702,4.8
Monster High 13 Wishes,2013,tt3159812,7.0
"Monster High: Boo York, Boo York",2015,tt4779496,6.7
Monster High: Electrified,2017,tt6536944,5.6
Monster High: Escape from Skull Shores,2012,tt2395337,6.7
Monster High: Freaky Fusion,2014,tt3824344,6.7
Monster High: Friday Night Frights,2013,N/A_Not_Found,N/A_Not_Found
Monster High: Fright On!,2011,tt2615666,6.9
"Monster High: Frights, Camera, Action!",2014,tt3565904,6.7
Monster High: Ghouls Rule,2012,tt2446108,6.2
Monster High: Great Scarrier Reef,2016,tt5475710,6.2
Monster High: Haunted,2015,tt4137924,6.4
Monster High: New Ghoul at School,2010,tt1789846,6.8
"Monster High: Scaris, City of Frights",2013,tt3611432,6.9
Monster High: Why Do Ghouls Fall in Love?,2013,N/A_Not_Found,N/A_Not_Found
Monster House,2006,tt0385880,6.7
Monster Hunter: Legends of the Guild,2021,tt9174358,5.2
Monster Island,2017,tt6269658,4.8
Monster Math Squad,2012,tt2289057,6.3
Monster Run,2020,tt10097484,5.1
Monster-in-Law,2005,tt0369735,5.6
Monsters Inside: The 24 Faces of Billy Milligan,2021,tt15287836,6.3
Monsters: Dark Continent,2014,tt1935302,4.3
Monthly Girls' Nozaki Kun,2014,tt3615002,7.5
Monty Don's French Gardens,2013,tt9348438,7.9
Monty Don's Italian Gardens,2011,tt2078263,8.3
Monty Python and the Holy Grail,1975,tt0071853,8.2
Monty Python Best Bits (mostly),2014,N/A_Not_Found,N/A_Not_Found
Monty Python Conquers America,2008,tt19880958,N/A
"Monty Python Live (Mostly): One Down, Five to Go",2014,N/A_Not_Found,N/A_Not_Found
Monty Python: Before the Flying Circus,2000,N/A_Not_Found,N/A_Not_Found
Monty Python: Live at Aspen,1998,N/A_Not_Found,N/A_Not_Found
Monty Python: Live at The Hollywood Bowl,1982,tt0084352,7.8
Monty Python: The Meaning of Live,2014,tt4256544,7.6
Monty Python's Almost the Truth,2009,N/A_Not_Found,N/A_Not_Found
Monty Python's Fliegender Zirkus,1972,tt0202477,8.0
Monty Python's Flying Circus,1974,N/A_Not_Found,N/A_Not_Found
Monty Python's Life of Brian,1979,tt0079470,8.0
Monty Python's Personal Best,2005,N/A_Not_Found,N/A_Not_Found
Monzón: A Knockout Blow,2018,N/A_Not_Found,N/A_Not_Found
Moon,2009,tt1182345,7.8
Moonlight,2016,tt4975722,7.4
Moonwalkers,2015,tt2718440,6.1
Moor,2015,tt4343090,N/A
More to Say,2018,tt10409194,6.0
Morphle,2020,N/A_Not_Found,N/A_Not_Found
Morris from America,2016,tt3652862,6.3
Mortal Kombat,1995,tt0113855,5.8
Mortel,2019,tt8403570,6.5
Mortified Nation,2013,tt2281365,7.3
Morya,2011,tt2327425,6.9
Moshe Kasher: Live in Oakland,2012,tt2229301,6.6
Mosquita y Mari,2012,tt1978480,6.3
Mossad 101,2017,N/A_Not_Found,N/A_Not_Found
Most Beautiful Thing,2020,tt11541324,7.5
Mostly Sunny,2016,tt5935072,5.4
Mosul,2020,tt26818737,N/A
Motel Makeover,2021,tt15128558,5.0
MOTHER,2020,tt11656548,6.8
Mother Goose Club,2016,tt7821932,N/A
Mother's Day,2016,tt4824302,5.7
Motichoor Chaknachoor,2019,tt9172840,5.8
Motor Mitraan Di,2016,tt6611578,6.2
Motown Magic,2019,N/A_Not_Found,N/A_Not_Found
Motu Patlu Dino Invasion,2018,tt20835872,N/A
Motu Patlu in Dragon's World,2017,N/A_Not_Found,N/A_Not_Found
Motu Patlu in Hong Kong: Kung Fu Kings 3,2017,N/A_Not_Found,N/A_Not_Found
Motu Patlu in Octupus World,2017,N/A_Not_Found,N/A_Not_Found
Motu Patlu in the City of Gold,2018,N/A_Not_Found,N/A_Not_Found
Motu Patlu in the Game of Zones,2019,N/A_Not_Found,N/A_Not_Found
Motu Patlu in Wonderland,2013,tt20602440,N/A
Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,2018,N/A_Not_Found,N/A_Not_Found
Motu Patlu the Superheroes – Super Villains from Mars,2019,N/A_Not_Found,N/A_Not_Found
Motu Patlu VS Robo Kids,2019,N/A_Not_Found,N/A_Not_Found
Motu Patlu: Deep Sea Adventure,2014,tt20765704,N/A
Motu Patlu: King of Kings,2016,tt6278732,6.6
Motu Patlu: Mission Moon,2013,N/A_Not_Found,N/A_Not_Found
